,CategorySales,PRICEBRAND1,PRICEBRAND2,PRICEBRAND3,display_brand1,display_brand2,display_brand3,FEATUREBRAND1,FEATUREBRAND2,FEATUREBRAND3,RETAILERMARGINBRAND1,RETAILERMARGINBRAND2,RETAILERMARGINBRAND3,SALESBRAND1,SALESBRAND2,SALESBRAND3,WHOLESALEPRICE1,WHOLESALEPRICE2,WHOLESALEPRICE3,UNITSBRAND1,UNITSBRAND2,UNITSBRAND3,log_CategorySales,log_PRICEBRAND1,log_PRICEBRAND2,log_PRICEBRAND3,log_display_brand1,log_display_brand2,log_display_brand3,log_FEATUREBRAND1,log_FEATUREBRAND2,log_FEATUREBRAND3,log_RETAILERMARGINBRAND1,log_RETAILERMARGINBRAND2,log_RETAILERMARGINBRAND3,log_SALESBRAND1,log_SALESBRAND2,log_SALESBRAND3,log_WHOLESALEPRICE1,log_WHOLESALEPRICE2,log_WHOLESALEPRICE3,log_UNITSBRAND1,log_UNITSBRAND2,log_UNITSBRAND3,August,December,February,January,July,June,March,May,November,October,September,binary_FEATUREBRAND1,binary_FEATUREBRAND2,binary_FEATUREBRAND3
1989-12-24,86218.184,4.352616769,4.42681535198586,4.776659725,0.304,0.182,0.004,0.0,0.0,0.0,0.107929098593,0.064557224686,0.113395187,43565.15,36045.914,6607.12,3.94903316141,4.07162391057,4.235009502,10008,8142,1383,11.364647984094892,1.6775855570307554,1.6913524705455318,1.7538256133852843,0.26543646350446126,0.1672079189839064,0.003992021269537457,0.0,0.0,0.0,0.10249259583808579,0.06255896124424046,0.10741407396288488,10.682035751654295,10.492576535720211,8.796054474842222,1.5991922365757096,1.623661064261457,1.6553686594115882,9.211239967219019,9.004913941467132,7.232733136177615,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989-12-31,75510.031499,4.443868835,4.40513037688163,4.782635736,0.255,0.13,0.073,0.0,0.0,0.0,0.105921445879,0.0878435565059,0.116998337,36980.183333,32318.994833,6210.853333,3.93853259808,4.05350359206,4.22307531,8321,7336,1298,11.23203403713325,1.6944899910015383,1.6873485723324686,1.7548595884320468,0.22713557258374711,0.12221763272424911,0.07045846364856137,0.0,0.0,0.0,0.10067887515185919,0.08419734811878625,0.11064503127664478,10.518164503699026,10.383441352764969,8.734214573719406,1.5970682421501725,1.6200817833386993,1.6530863682665415,9.026657889542886,8.900685318713995,7.1693500166706,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-01-07,39474.163333,5.07659236,4.19890948923808,4.73533742,0.0,0.093,0.08,0.0,0.0,0.0,0.115524781341,0.151605005441,0.119381161,13251.85,22125.476,4096.837333,3.71383138862,4.30695554732,4.17002734,2610,5269,865,10.583426976746695,1.8044440717524146,1.6484488899863465,1.7466465840729293,0.0,0.08892620919440149,0.0769610411361284,0.0,0.0,0.0,0.10932495009954003,0.1411566262565107,0.11277599778195815,9.49196790262452,10.004530179515399,8.318214633769914,1.5505010356561677,1.669018327575516,1.642877976707516,7.8674885686991285,8.569785641535407,6.763884908562435,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990-01-14,44171.861833,5.293437551,4.25154653744153,4.695909205,0.0,0.079,0.165,0.0,0.0,0.0,0.126973447739,0.144313304721,0.105211853,14822.083333,23352.7545,5997.024,3.71171301536,4.52952408464,4.201843894,2800,5492,1277,10.695865893820661,1.8395074319227227,1.6585226117840786,1.7397482338492025,0.0,0.07603468627599758,0.15272108701766393,0.0,0.0,0.0,0.11953567465498431,0.13480472322578774,0.10003703876531489,9.603940929369474,10.058513042462568,8.699185360634727,1.5500515394350745,1.7101017511870524,1.6490131577334326,7.937731775260109,8.61122983334262,7.15305163493748,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990-01-21,47761.489333,4.732581724,4.27850084180513,4.98407521,0.219,0.118,0.161,0.0,0.0,0.0,0.105533289121,0.109248336845,0.090478524,21013.133333,22251.769333,4496.586667,3.82697657546,4.21555504144,4.533123443,4440,5200,902,10.773995868420924,1.74616599190648,1.6636421259256957,1.7891018091092359,0.19803085049913455,0.11154137473290732,0.14928170271575447,0.0,0.0,0.0,0.10032783313789163,0.10368261192484493,0.08661661274714502,9.952950506189094,10.01022174425383,8.411296235677934,1.5742203038511675,1.6516455145131552,1.710752473987,8.398634855292102,8.556606193773073,6.805722553416985,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990-01-28,59259.621833,4.600007476,4.48834218537378,4.749775436,0.366,0.136,0.107,0.0,0.0,0.0,0.101154146301,0.0794295501416,0.138036423,28393.6,24764.8565,6101.165333,4.0343277633,4.23463095152,4.094133424,6172,5517,1284,10.989700314373211,1.7227679327402123,1.702626240042084,1.7491607994379124,0.3118867611485984,0.1275133202989597,0.10165365372649982,0.0,0.0,0.0,0.09635885366363542,0.07643270727903906,0.12930434134309557,10.253954265225165,10.117221229524226,8.716398959796477,1.6162800045061603,1.6552963454707523,1.6280895685974466,8.727940222393896,8.615770754777232,7.158513997329321,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1990-02-04,44632.495167,5.116602187,4.34916271285226,4.75953081,0.137,0.087,0.128,0.0,0.0,0.0,0.124287562984,0.117677319787,0.138386988,16650.766667,22874.7205,5107.008,3.80861587825,4.51449415492,4.100873679,3254,5259,1073,10.706239868852228,1.8110067441420288,1.6769400463895512,1.750856014792809,0.128393214768399,0.08342160813907236,0.12044615307586726,0.0,0.0,0.0,0.11714955770403156,0.11125271034258173,0.1296123376508802,9.720271595905858,10.037831386915453,8.538564783321917,1.5704092835074628,1.7073799268160914,1.629411834666308,8.08794755464267,8.567886305731756,6.97914527506881,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990-02-11,45233.545667,5.08359239,4.25900982749915,5.015360886,0.112,0.079,0.049,0.0,0.005,0.0,0.128096999955,0.117212317666,0.103159406,16623.1,24046.675,4563.770667,3.71344344582,4.48773274374,4.497979234,3269,5646,909,10.719616358571667,1.8055953751112241,1.6599427633065735,1.7943163452993394,0.10616019582839073,0.07603468627599758,0.04783732941416006,0.0,0.004987541511038968,0.0,0.12053214224660015,0.11083658050787538,0.09817825022821074,9.718608728720339,10.08779359726404,8.426123554527267,1.5504187334411517,1.7025151909396785,1.7043806127260992,8.0925452638913,8.638879709672837,6.813444599510896,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990-02-18,47307.918333,4.778786477,4.51393446273951,5.004196436,0.116,0.144,0.0709999999999999,0.0,0.0,0.0,0.0964141387404,0.143936719369,0.100644729,20024.533333,22925.102333,4358.282667,4.07872735918,4.09094362933,4.500550441,4190,5078,870,10.764454104973419,1.754193708565139,1.70727842691971,1.7924586307576613,0.10975086395911929,0.13453089295760606,0.06859279146561167,0.0,0.0,0.0,0.0920449809675052,0.1344755761907739,0.095896125377411,9.904763404940201,10.04003138028708,8.380062796889776,1.6250607103585952,1.6274632022464437,1.7048481674125562,8.340694647925071,8.532869670801245,6.769641976852503,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1990-02-25,48209.4215,4.672883887,4.42495734308011,4.689787005,0.21,0.137,0.125,0.0,0.013,0.0,0.100207207804,0.116004602992,0.137781661,21149.2,21730.9175,5329.304,3.98154472308,4.13080784697,4.043620363,4525,4910,1136,10.783330490360825,1.735697610481166,1.6910100363689018,1.7386728142214305,0.1906203596086497,0.128393214768399,0.11778303565638346,0.0,0.01291622526654623,0.0,0.09549853279569548,0.10975498849541625,0.12908045525759937,9.959404640694489,9.98653731141904,8.5811635511807,1.6057400282964591,1.63526312182767,1.6181241502027088,8.417593826193484,8.499232866039245,7.036148493750536,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1990-03-04,49571.116167,4.910600181,4.40067823034373,4.661436279,0.101,0.09,0.132,0.002,0.0,0.0,0.132581814306,0.0985876565048,0.141379093,20110.2,23273.404167,6187.512,3.81722832639,4.42647561685,4.002406647,4095,5288,1327,10.81118378058152,1.7767473797304996,1.6865245438952354,1.7336776195642212,0.0962188577405429,0.08617769624105241,0.1239859797809913,0.001998002662673058,0.0,0.0,0.1244998179785126,0.09402540620405991,0.1322372619735644,9.909032152791479,10.055109502118341,8.73044994905875,1.5721987266472162,1.691289865546376,1.6099191260322625,8.317766166719343,8.57338447106598,7.191429330036379,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990-03-11,48908.519999,4.805384809,4.33268301357105,4.776504149,0.186,0.0859999999999999,0.26,0.0,0.004,0.0,0.125421715781,0.0638167612532,0.060550945,19482.883333,24398.799333,5026.837333,3.78927047607,4.49872071424,4.487282307,4054,5631,1052,10.79772733952082,1.7587859021862402,1.6738544911815725,1.753798681195677,0.17058630057553367,0.08250122151174356,0.23111172096338664,0.0,0.003992021269537457,0.0,0.11815782388649976,0.061863159221131836,0.05878853252978944,9.877342907072332,10.102330187190098,8.522745216959267,1.5663780983770166,1.704515467772543,1.7024331069082361,8.307705966549513,8.636219897837877,6.959398512133975,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990-03-18,53306.5485,4.536364776,4.65767945573829,4.546344698,0.329,0.128,0.358,0.0,0.0,0.0,0.107047551275,0.0494363676845,0.047093377,24321.133333,23057.511167,5927.904,4.15908627538,4.3121033792,4.332241975,5361,4950,1303,10.883833223015667,1.7113381077631082,1.7330138179939043,1.71313909780457,0.28442677973110825,0.12044615307586726,0.30601302913650447,0.0,0.0,0.0,0.10169660788525754,0.04825322736323295,0.0460181132029366,10.099142051517532,10.04579022829555,8.687594651975676,1.640759485398509,1.6699878734305444,1.6737717829446603,8.587092318795905,8.507344855361422,7.1731917424865985,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990-03-25,50857.8125,4.748204105,4.5157687978567,4.700046399,0.142,0.133,0.089,0.0,0.0,0.0,0.11765672003,0.0989876069122,0.096267528,21939.05,23290.5625,5628.2,3.98445825269,4.27819074342,4.24758455,4620,5157,1197,10.83680869029614,1.7488874764590048,1.7076110442332975,1.740474314982812,0.1327811112338184,0.12486898204586927,0.0852598439508234,0.0,0.0,0.0,0.11123427931023164,0.09438939866290645,0.09191125363002402,9.996069012769196,10.055846449507376,8.635722615122413,1.6063247220197276,1.6635833767649921,1.6577678850173398,8.438366410870266,8.54830418644129,7.088408778675395,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1990-04-01,44885.844333,5.037778095,4.46324737652702,5.15050543,0.159,0.1,0.027,0.0,0.0,0.0,0.144077540828,0.133721218369,0.154840132,18207.2,22676.103,4002.541333,3.82019367041,4.36412027036,4.353000488,3614,5080,777,10.711900031532641,1.7980360792015466,1.6980433705642881,1.8165342621813654,0.1475575643576147,0.09531017980432493,0.026641930946421092,0.0,0.0,0.0,0.13459867110467155,0.12550533590137938,0.14396192054086157,9.80962732104851,10.02911101599698,8.294934581675705,1.5728141078382785,1.6797323869354057,1.6776572425750735,8.192847134592865,8.533263371593732,6.656726524178391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-08,44630.6685,5.040319311,4.61827834927746,5.127996176,0.152,0.079,0.0,0.0,0.0,0.0,0.14596416823,0.134329652541,0.152250307,18719.85,21723.343833,4187.474667,3.94417519137,4.3632549695,4.347257184,3714,4703,816,10.706198942091437,1.7984568766089655,1.7260252734278947,1.8128678084172076,0.14149956227369942,0.07603468627599758,0.0,0.0,0.0,0.0,0.13624635098872198,0.12604186195059564,0.14171681905368058,9.837393154983669,9.98618874636331,8.340091905348284,1.5982101546752334,1.6795710611977432,1.6765837535568477,8.220133957151859,8.456168489578463,6.705639094860003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-15,52701.579166,4.628758852,4.36465068098706,4.68045561,0.199,0.109,0.09,0.0,0.0,0.0,0.122011251758,0.0774668855862,0.093711242,23087.95,24288.591833,5325.037333,3.83211418791,4.27018331944,4.241844299,4987,5564,1137,10.872419673863215,1.7278889652728697,1.6798312632428407,1.737031442544336,0.18148787604537725,0.10345870836822997,0.08617769624105241,0.0,0.0,0.0,0.11512283535503438,0.0746128098888915,0.08957672217610695,10.047109427083289,10.097803217943957,8.580362775924977,1.5752840919571824,1.6620651474207562,1.6566734018656541,8.514790306799927,8.624252263709645,7.037027614686276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-22,61079.750833,4.55881472,4.48045993801086,4.688331088,0.255,0.141,0.135,0.0,0.0,0.0,0.12235146556,0.0523323408479,0.089170476,28131.333333,27178.942833,5769.474667,3.93226909821,4.32024127384,4.270270373,6170,6066,1230,11.019952051873256,1.7153849056803205,1.7011890277319266,1.7384168989644353,0.22713557258374711,0.1319050708799386,0.126632650933366,0.0,0.0,0.0,0.11542600721043954,0.05100897777891874,0.08541637531714806,10.244674846248653,10.210234584428456,8.660509620763309,1.595799145494523,1.671518654550736,1.6620816654118298,8.727616178321068,8.710619527942297,7.115582126184454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-04-29,45115.509833,4.897899376,4.50836431763844,5.110751135,0.146,0.124,0.0,0.0,0.0,0.0,0.141427751795,0.111702398274,0.153039354,18151.816667,23082.159833,3881.533333,3.87075648792,4.35079226937,4.328605082,3706,5119,759,10.717003530188022,1.7745962495490073,1.7062677220411315,1.810049700979455,0.13627761829254775,0.11689375147149943,0.0,0.0,0.0,0.0,0.13227989264564097,0.10589253255833454,0.1424013725344529,9.806581015917006,10.0468586190933,8.264243140433509,1.583249261359602,1.6772446376767196,1.6730894932313494,8.217978203150732,8.540909718033554,6.633318433280377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-05-06,51691.401334,5.1338256,4.48446799207558,5.124184041,0.078,0.091,0.0,0.0,0.0,0.0,0.149118599352,0.152229299363,0.154195588,19918.666667,26914.868,4857.866667,3.81575040626,4.35230692591,4.334057469,3879,6001,948,10.853066073562943,1.813818633595664,1.7019200957824945,1.8122455297605937,0.07510747248680548,0.08709470685093373,0.0,0.0,0.0,0.0,0.1389952131673417,0.14169858705289154,0.14340364072634162,9.899462797414245,10.20047128014995,8.488560493609569,1.5718918807208182,1.6775276690721082,1.674112199792521,8.263590432617319,8.699848026000312,6.855408798609928,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990-05-13,66797.8996669999,4.7858635,4.2372926563149,4.640455348,0.161,0.102,0.276,0.0,0.0,0.0,0.133533251014,0.101708804643,0.076351608,28140.616667,31467.379,7189.904,3.67147319242,4.29909904435,4.286149121,5879,7426,1549,11.109441887338171,1.7554176148480773,1.6558046961715212,1.7299647977120285,0.14928170271575447,0.09712671073072282,0.24373018492259815,0.0,0.0,0.0,0.12533952535124573,0.09686243320178482,0.07357718159504827,10.24500477987102,10.356738479357793,8.880572172992522,1.541474480696465,1.6675368144757856,1.6650900263403734,8.679312040892672,8.912877287669296,7.346010209913293,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990-05-20,78232.8375,4.446654523,4.35095316116745,4.611218558,0.326,0.161,0.267,0.0,0.0,0.0,0.115102540639,0.0389540459182,0.0730052239999999,39670.55,30901.0875,7661.2,3.85014739811,4.27343933895,4.274575515,8921,7102,1661,11.267457537547342,1.6950015712018982,1.6772747060050135,1.724767907712251,0.2821668917636708,0.14928170271575447,0.23665190133900194,0.0,0.0,0.0,0.10894636538224318,0.038214481993813366,0.0704633322294404,10.588389585091933,10.338579017238294,8.944054427765131,1.5790090958504703,1.6626827756722593,1.662898205034111,9.09627541568821,8.86827250899781,7.415776975415394,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990-05-27,97199.993833,4.460754807,4.13549012339583,5.027995922,0.278,0.198,0.023,0.0,0.0,0.0,0.113319931502,0.056759793749,0.146821899,44535.75,46774.827833,5889.416,3.66685666589,4.20756328442,4.289776014,9983,11310,1171,11.4845362150156,1.6975870232424182,1.6361752864198145,1.7964146042543985,0.24529635595534308,0.18065349969325756,0.02273948696948934,0.0,0.0,0.0,0.10734648067499324,0.05520742822309402,0.13699455058943724,10.704069970030512,10.75312184917916,8.681081902334942,1.5404857542376373,1.6501120466321968,1.66577590357492,9.208739090609209,9.33353098253138,7.066466970136958,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1990-06-03,64079.048,4.999575609,4.28761130918581,5.093085555,0.074,0.108,0.033,0.0,0.02,0.0,0.115185821788,0.149701710983,0.155043691,24234.05,34566.011333,5278.986667,3.79373927703,4.2511305865,4.303434773,4847,8061,1036,11.06788833080563,1.7916887348931076,1.6653665955334782,1.8071546126908353,0.071389996086673,0.10255658832509215,0.03246719013750141,0.0,0.01980262729617973,0.0,0.10902104733856922,0.1395025269759803,0.1441381709639349,10.095555211409183,10.450655076560551,8.571678851507725,1.56731074926626,1.6584434032286144,1.6683546810285124,8.48632152774915,8.994916943677111,6.9440872082295275,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1990-06-10,64114.277,4.869945755,4.56451625927947,4.635961343,0.1,0.09,0.132,0.0,0.0,0.0,0.127883834719,0.112931697823,0.088696697,28585.083333,27447.073667,8082.12,3.98078841641,4.3199745128,4.224766886,5869,6013,1743,11.068437945245734,1.7698453927410882,1.7164100553930133,1.7291677350703987,0.09531017980432493,0.08617769624105241,0.1239859797809913,0.0,0.0,0.0,0.12034316436757025,0.10699770277601577,0.08498129000676045,10.260675281633075,10.220051268409648,8.997533215596674,1.6055881950540123,1.6714685125150093,1.6534101817359734,8.677609912822142,8.701845363548474,7.463936604468925,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990-06-17,76375.856334,4.852953745,4.27993688099173,4.659162111,0.054,0.163,0.139,0.0,0.0,0.0,0.0869574733524,0.114697592813,0.091118718,29812.166667,38436.615,8127.074667,3.90776438371,4.29633163215,4.234625231,6143,8980,1744,11.243435001697344,1.76694644749296,1.6639141432890894,1.7332758443307492,0.05259245011917063,0.15100287353652742,0.1301506844650451,0.0,0.0,0.0,0.08338248442287573,0.10858315091797194,0.08720351669628065,10.302705409376479,10.556791816414316,9.003079356168785,1.5908185191172577,1.6670144360378674,1.6552952526481295,8.723231274827508,9.10286651367095,7.4645098346365275,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990-06-24,59727.424833,4.909052338,4.37841842780764,5.038852354,0.026,0.175,0.004,0.0,0.0,0.0,0.0758288394652,0.142657477469,0.148565651,22795.383333,32168.7375,4763.304,4.04640803973,4.20873931462,4.290251976,4643,7347,945,10.997563313923738,1.7764854696605783,1.6823943584288388,1.7982139862770956,0.025667746748577813,0.16126814759612232,0.003992021269537457,0.0,0.0,0.0,0.07309137795744253,0.1333566701468144,0.13851390389902946,10.034357176614524,10.378781460423593,8.468906740362051,1.6186767109467748,1.6503378523235763,1.6658658772499937,8.443331342817782,8.902183446335016,6.852242569051878,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1990-07-01,76126.749333,4.333909797,4.57519152156143,4.681681746,0.239,0.113,0.181,0.036,0.0,0.0,0.10270181712,0.0839748354877,0.091134361,41572.183333,27581.238,6973.328,4.10531103863,3.96997043512,4.25501967,9592,6028,1489,11.240168120392871,1.6740845146681993,1.7183266703994153,1.7372472709516755,0.2143046026470053,0.10705907229340778,0.16636153721522529,0.035367143837291344,0.0,0.0,0.09776336566360834,0.08063468825325212,0.08721785325527173,10.635210606966917,10.22492729381295,8.849991257962156,1.6302813779936842,1.603413891422836,1.659183747423717,9.168788944817948,8.704336438489406,7.306531398939505,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1990-07-08,114406.946166,4.230495925,4.31294911927916,4.611840012,0.239,0.111,0.259,0.039,0.024,0.0,0.146375256016,0.0769891863815,0.075286092,67493.283333,38057.2015,8856.46133299999,3.68164008776,3.90479348585,4.264632603,15953,8823,1920,11.647525815008642,1.6545060967171574,1.670147070776829,1.7248786536371268,0.2143046026470053,0.10526051065749294,0.23031775506221003,0.03825871211709027,0.023716526617316065,0.0,0.13660501322351906,0.07416935762384534,0.07258675826578573,11.119798181911142,10.546871885398359,9.089015471277092,1.5436484946402267,1.5902129893481047,1.6610113621444835,9.677464860471074,9.085230560933338,7.560601162768557,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1990-07-15,57958.078166,4.993904337,4.29667524434967,4.593589222,0.089,0.108,0.264,0.0,0.02,0.0,0.143885156762,0.144362239741,0.071209265,22260.65,28431.870833,7265.557333,3.67844745326,4.27297312177,4.266483111,4457,6617,1581,10.967492491649754,1.7907430089739862,1.6670793113284805,1.7216211601922027,0.0852598439508234,0.10255658832509215,0.2342812957246657,0.0,0.01980262729617973,0.0,0.13443050047264515,0.13484748596699497,0.0687881645359132,10.010620746071707,10.255301178548065,8.89103791407845,1.5429663141350078,1.6625943632036515,1.6613627984156825,8.402455513945814,8.797548488481558,7.366445148327599,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1990-07-22,60342.993666,4.597662776,4.75328981722798,5.131237533,0.293,0.184,0.131,0.02,0.024,0.0,0.119222635398,0.0822653886532,0.162417718,31472.283333,24053.902333,4816.808,4.18659007841,4.21943426051,4.297833641,6845,5060,938,11.007816696568593,1.72234914919301,1.7497718333249606,1.8133966109757482,0.2569650997897204,0.16889853646181388,0.1231021971339834,0.01980262729617973,0.023716526617316065,0.0,0.11263436878756433,0.07905642636863805,0.15050207575928287,10.356894316773841,10.088094093971497,8.480074331820363,1.6460764635997185,1.6523890168084525,1.6672979900171263,8.831419819090131,8.529319371214077,6.844815479208263,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1990-07-29,63200.964667,4.470062834,4.66678435602405,5.105533048,0.094,0.0709999999999999,0.005,0.055,0.0,0.0,0.134485304726,0.0816016390121,0.160954325,35600.716667,22614.669333,4985.578667,4.03917043981,4.10529838062,4.283775424,7964,4845,976,11.054090666154938,1.6992901033880243,1.7346218238825661,1.8091954171007927,0.08984070399978954,0.06859279146561167,0.004987541511038968,0.05354076692802976,0.0,0.0,0.12617907206968937,0.07844294166423464,0.1492423608566024,10.480149136660673,10.026398278334456,8.51450531571267,1.6172414732601947,1.6302788986098433,1.6646408846213767,8.98281222234415,8.48590890137647,6.884486652042782,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1990-08-05,67493.514666,4.716739376,4.33403001589937,4.7898988,0.124,0.097,0.169,0.00899999999999999,0.00899999999999999,0.0,0.1262509772,0.131575169029,0.099480565,29097.75,31987.719333,6408.045333,3.78685449118,4.09613359513,4.313396962,6169,7380,1337,11.1198016093511,1.7433986036967748,1.6741070530217117,1.756114813021101,0.11689375147149943,0.09257918129309317,0.15614868248993138,0.008959741371471801,0.008959741371471801,0.0,0.11889439759819181,0.1236106169639742,0.09483785463999056,10.278450496910517,10.373138598788035,8.765465604813585,1.5658735132865917,1.6284821336110882,1.6702313599045648,8.727454116899434,8.906664409770052,7.198931240688173,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-12,61004.641333,4.746196968,4.34589487992552,4.800862973,0.079,0.146,0.067,0.0,0.0,0.0,0.107946344629,0.136076758071,0.100820117,24369.95,31129.358,5505.333333,3.8767714135,4.10034987159,4.316839408,5134,7162,1146,11.01872161974821,1.7485382391202946,1.6763289542098065,1.7580066949327462,0.07603468627599758,0.13627761829254775,0.06485097231961627,0.0,0.0,0.0,0.10250816172745315,0.12758088674076806,0.09605546292094679,10.101147128214814,10.345938763530144,8.613654223826494,1.5844834053198518,1.6293091396498007,1.6708790305678534,8.543835122362658,8.876684166614451,7.044905117129371,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-19,57687.273,5.074789761,4.43558828390969,4.749094933,0.041,0.185,0.136,0.0,0.0,0.0,0.10747638721,0.162006184021,0.110648052,20949.333333,30402.145,6335.794667,3.95886728,4.25264243708,4.223616831,4128,6854,1334,10.962809190938748,1.8041473813849693,1.692967754625443,1.749042439463592,0.04018178963283176,0.16974277458709455,0.1275133202989597,0.0,0.0,0.0,0.10208390190625032,0.15014798029249474,0.10494367559207617,9.949909836106762,10.32230133599069,8.754128346557746,1.601177343688474,1.6587312713284001,1.653190041466283,8.32579052588609,8.832733591996416,7.19668657083435,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-08-26,54262.204666,4.537976641,4.67323540874133,4.70149652,0.265,0.116,0.166,0.0,0.0,0.0,0.120981113033,0.0770741006836,0.107537585,27591.783333,21151.101333,5519.32,4.10786218752,4.18821617269,4.195908938,6080,4526,1173,10.90160164576633,1.7116292067911567,1.7357595738242757,1.7407286877493966,0.23507212217948364,0.10975086395911929,0.15357908792830058,0.0,0.0,0.0,0.11420429562783861,0.07424819867058143,0.10213915915589605,10.225309544073072,9.959494533345309,8.61619110860538,1.6307809580725823,1.6463899334137968,1.6478715732506244,8.71292443512011,8.417814747435958,7.068172000388042,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990-09-02,78869.404667,4.104838005,4.90039238833314,4.881863351,0.244,0.103,0.105,0.108,0.0,0.0,0.135061869408,0.0958919356921,0.131061599,48735.883333,23869.214667,6264.306667,4.23853623153,3.7112171427,4.242038535,11872,4870,1283,11.275561337189068,1.6301887184980557,1.7750188551973571,1.771873608138039,0.2183319943169877,0.0980337402713654,0.09984533496971612,0.10255658832509215,0.0,0.0,0.126687159939353,0.09156858484356382,0.12315665984184457,10.794191380387003,10.080386712463783,8.742782815374014,1.6560421141809705,1.5499462913536093,1.656710456076026,9.382022193665792,8.491054533806542,7.157735484249907,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1990-09-09,49444.8305,4.682404215,4.57494809161576,4.898093317,0.119,0.124,0.066,0.002,0.0,0.0,0.125506667704,0.11046705481,0.132341486,22249.283333,22526.5685,4668.978667,4.00076160172,4.16515281165,4.249872367,4751,4923,953,10.808633016003522,1.7373744204652315,1.7182830063818957,1.7746291320719223,0.11243542932978817,0.11689375147149943,0.06391332574365285,0.001998002662673058,0.0,0.0,0.11823330556211732,0.10478069692442794,0.12428760036666725,10.010110021580724,10.022495104832569,8.44890978255829,1.6095902211785347,1.6419346881262005,1.658203765260395,8.466320861042481,8.501876487304344,6.860663671448287,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990-09-16,49368.496833,4.802641274,4.32368864794351,5.084035552,0.133,0.143,0.0,0.0,0.0,0.0,0.129952232606,0.120776212494,0.164225574,20576.183333,24797.246833,3995.066667,3.76181565505,4.22259645069,4.249106893,4284,5735,785,10.807088039444846,1.7583132059618403,1.6721664179707105,1.8056682179039705,0.12486898204586927,0.1336563848126736,0.0,0.0,0.0,0.0,0.12217535980067333,0.11402149213056662,0.1520561226302034,9.931938135735555,10.11852823743652,8.29306582306271,1.5606290356500885,1.6529946825767545,1.6580579465131817,8.36287583103188,8.654517382279456,6.666956792429207,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990-09-23,50721.072,4.532115037,4.4250554155895,5.070720985,0.242,0.11,0.045,0.004,0.0,0.0,0.133833014388,0.0788780627013,0.164654473,24102.966667,22718.993333,3899.112,3.83283691049,4.17463058262,4.235804091,5318,5134,768,10.834116440011714,1.7105702084163819,1.6910281142295593,1.8034773764362606,0.21672298351128702,0.10436001532424286,0.04401688541677426,0.003992021269537457,0.0,0.0,0.1256039408365784,0.07592167034526683,0.15242445332666957,10.090131697926672,10.031000579393144,8.268760549654104,1.5754336473090906,1.6437679516024362,1.655520431572265,8.579040594742317,8.543835122362658,6.645090969505644,0,0,0,0,0,0,0,0,0,0,1,0,0,0
