,CategorySales,PRICEBRAND1,PRICEBRAND2,PRICEBRAND3,display_brand1,display_brand2,display_brand3,FEATUREBRAND1,FEATUREBRAND2,FEATUREBRAND3,RETAILERMARGINBRAND1,RETAILERMARGINBRAND2,RETAILERMARGINBRAND3,SALESBRAND1,SALESBRAND2,SALESBRAND3,WHOLESALEPRICE1,WHOLESALEPRICE2,WHOLESALEPRICE3,UNITSBRAND1,UNITSBRAND2,UNITSBRAND3,log_CategorySales,log_PRICEBRAND1,log_PRICEBRAND2,log_PRICEBRAND3,log_display_brand1,log_display_brand2,log_display_brand3,log_FEATUREBRAND1,log_FEATUREBRAND2,log_FEATUREBRAND3,log_RETAILERMARGINBRAND1,log_RETAILERMARGINBRAND2,log_RETAILERMARGINBRAND3,log_SALESBRAND1,log_SALESBRAND2,log_SALESBRAND3,log_WHOLESALEPRICE1,log_WHOLESALEPRICE2,log_WHOLESALEPRICE3,log_UNITSBRAND1,log_UNITSBRAND2,log_UNITSBRAND3,August,December,February,January,July,June,March,May,November,October,September,binary_FEATUREBRAND1,binary_FEATUREBRAND2,binary_FEATUREBRAND3
1990-09-30,48246.9975,4.546370915,4.52314745457706,5.113719228,0.346,0.197,0.24,0.0,0.003,0.0,0.114467336501,0.073691643917,0.165701776,22844.933333,21806.7895,3595.274667,4.00539481285,4.21134136859,4.266366871,5024,4821,703,10.784109603315201,1.7131438246903776,1.7089478888384246,1.8105352996140278,0.2971372312225361,0.17981842657583616,0.2151113796169455,0.0,0.002995508979798371,0.0,0.10837656565387505,0.07110284491579394,0.15332328849057164,10.03652840818581,9.9900225014686,8.187653773931563,1.6105162933423431,1.6508372830099969,1.6613407265167748,8.522180732927277,8.480944058741116,6.556778356158042,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1990-10-07,47518.608667,4.812344258,4.3969664909976,4.767194944,0.317,0.242,0.272,0.0,0.0,0.0,0.118647901046,0.118016699664,0.099077881,19432.616667,23385.821333,4700.170667,3.87527564587,4.24440727117,4.29487137,4038,5318,985,10.768897718880563,1.7599839762319198,1.6858370347970715,1.7521858174259222,0.27535642276114397,0.21672298351128702,0.24059046491793043,0.0,0.0,0.0,0.11212072480747134,0.11155631170900673,0.09447153824277532,9.874759663341205,10.059927951796793,8.45556683476846,1.584176645593894,1.657162227105805,1.666738686029307,8.303752415563412,8.579040594742317,6.893656354602635,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990-10-14,50885.080167,4.830814607,4.51038467262406,4.545675476,0.116,0.141,0.242,0.0,0.003,0.0,0.119127693542,0.115310646213,0.064242182,20506.266667,24470.480167,5908.333333,3.97307294959,4.27377025313,4.253651365,4244,5425,1299,10.83734469101201,1.7631567173596743,1.7066344342713577,1.7130184305157778,0.10975086395911929,0.1319050708799386,0.21672298351128702,0.0,0.002995508979798371,0.0,0.11254953679783573,0.10913297257756521,0.062262979680819876,9.928534573877274,10.105263643655142,8.684288300822493,1.6040379487563199,1.6627455248150007,1.6589233329520532,8.353497098745448,8.598957493218878,7.170119543449628,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990-10-21,49743.400333,4.612940498,4.65409489641668,4.743369005,0.249,0.128,0.13,0.0,0.0,0.0,0.110195465345,0.0781244712173,0.109672137,22917.983333,21758.446333,5066.970667,4.14123474354,4.25255696108,4.223153589,4968,4675,1068,10.81465318013122,1.725074735155611,1.732380043074073,1.7480459728216802,0.2223432311434407,0.12044615307586726,0.12221763272424911,0.0,0.0,0.0,0.1045360947267602,0.07522293077235413,0.10406459962124844,10.039720812645914,9.987803256390654,8.530695753539513,1.6372932730968734,1.6587149982436615,1.6531013553017213,8.51097389160232,8.450198322591959,6.974478911025045,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990-10-28,50184.931333,4.597796364,4.67520727936646,4.800190725,0.248,0.117,0.067,0.0,0.0,0.0,0.114797978423,0.0771078225442,0.119525256,24491.25,21040.673333,4653.008,4.13850293499,4.24327029775,4.226446701,5326,4500,969,10.82349001407112,1.7223730138685602,1.73610708769894,1.757890800632409,0.22154226994723591,0.11064652008706365,0.06485097231961627,0.0,0.0,0.0,0.10867320322519594,0.07427950694611661,0.11290471687365833,10.106112019960415,9.954260194725343,8.445484062812199,1.636761779259241,1.656945406285946,1.6537316401006854,8.580543506917,8.412054873292933,6.877296071497429,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1990-11-04,43246.916333,5.079099884,4.43138004203908,5.152312981,0.012,0.092,0.027,0.0,0.0,0.0,0.126186463618,0.161905374684,0.168478261,16387.283333,23066.499667,3793.133333,3.87219986559,4.25676631426,4.284260251,3226,5205,736,10.674704333927787,1.8048566396235375,1.6921932530432635,1.8168281055841728,0.011928570865273812,0.08801087732271337,0.026641930946421092,0.0,0.0,0.0,0.11883711424741063,0.15006122196756133,0.15570227063030506,9.704321927570273,10.046179965016815,8.241211292998171,1.5835455528810232,1.6595160685494874,1.664732638096715,8.079308192051961,8.55756708555451,6.602587892189336,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990-11-11,43940.379,4.911632175,4.41925224325444,4.917971136,0.106,0.0859999999999999,0.185,0.0,0.0,0.0,0.123343178881,0.12580596184,0.124436389,17953.316667,21881.425,4105.637333,3.87416762329,4.2937195646,4.305996565,3655,4951,834,10.690611729151195,1.7769219650324197,1.689957843434673,1.7779936766427038,0.10074990310014315,0.08250122151174356,0.16974277458709455,0.0,0.0,0.0,0.11630922024024451,0.11849918968130682,0.11728192256463267,9.795585847846286,9.993439082204398,8.320359805455578,1.5839493459308915,1.6665211300935536,1.6688376083350143,8.204124932574041,8.507546814364431,6.727431724850855,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990-11-18,72427.838334,4.478830213,4.68206138205106,4.566873471,0.375,0.128,0.264,0.0,0.0,0.0,0.11001873589,0.0532473104086,0.0752594469999999,36232.1,28794.567667,7401.170667,4.16694690744,4.2403445503,4.223173099,8089,6149,1620,11.19035981859603,1.700891613392053,1.7373140862689394,1.7168335805435797,0.3184537311185346,0.12044615307586726,0.2342812957246657,0.0,0.0,0.0,0.10437689436197119,0.05187806826214518,0.07256197850686566,10.497728344678045,10.267976753828759,8.909528569556816,1.642281973935825,1.6563872500453054,1.6531050905860145,8.998384010052538,8.724207360800564,7.390798521735676,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990-11-25,46715.853167,4.587248008,4.84451430096262,4.710746868,0.243,0.099,0.106,0.0,0.0,0.0,0.130323028829,0.077982988862,0.106954528,23274.666667,18500.045167,4941.141333,4.21316252405,4.22952069747,4.20691116,5073,3818,1048,10.751860260075258,1.7204868596833125,1.7655034949722024,1.7423498151143448,0.21752781252857398,0.0944006754214843,0.10074990310014315,0.0,0.0,0.0,0.12250345809264053,0.07509169208585774,0.1016125760987244,10.055163744785547,9.825582504984117,8.505553984480382,1.6511866819832781,1.6543196290339741,1.6499868123874286,8.531884740159228,8.247743887225516,6.955592608396297,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1990-12-02,41434.8385,4.949823845,4.38040005147156,4.996493709,0.127,0.12,0.018,0.0,0.0,0.0,0.12981139338,0.140083008968,0.151203931,16711.516667,21100.7885,3622.533333,3.81177421723,4.25643762675,4.241004218,3376,4817,725,10.63190144959341,1.7833616132369228,1.6827627304187827,1.7911749165771065,0.11955923505763925,0.11332868530700327,0.017839918128331016,0.0,0.0,0.0,0.12205071028019886,0.1311010746397397,0.14080829128289765,9.723913218687189,9.95711307890515,8.1952048876239,1.5710658762364729,1.659453540035449,1.6565131246279479,8.124743020385568,8.480114183174816,6.587550014824796,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-09,44121.948999,4.980024901,4.49417459575785,5.072942957,0.134,0.149,0.0,0.0,0.0,0.0,0.127382813202,0.150300309056,0.161387774,18376.883333,22030.724333,3714.341333,3.92169399273,4.23152561918,4.254231984,3690,4902,732,10.694735311546228,1.7884247320006936,1.7036883665197584,1.803843323984778,0.12575120530556025,0.13889199886661865,0.0,0.0,0.0,0.0,0.11989885191724066,0.14002304659405035,0.14961564695017127,9.81890322785263,10.000238708771423,8.220225832608167,1.5936527787094505,1.6547029409272322,1.6590338440761887,8.213652703029998,8.497602541651233,6.597145701886651,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-16,64733.9295,4.514192912,4.57806059168005,4.648176915,0.293,0.113,0.106,0.0,0.0,0.0,0.130612595092,0.0693597750628,0.097477735,31673.816667,27173.008833,5887.104,3.98010821731,4.20108950675,4.195083157,7016,5935,1266,11.078056203436775,1.7073252978438036,1.7188411517637339,1.731332823177708,0.2569650997897204,0.10705907229340778,0.10074990310014315,0.0,0.0,0.0,0.12275960538097516,0.06706012833356097,0.09301457874545975,10.363277217232573,10.210016237837577,8.680689323296201,1.6054516211839944,1.6488681241698673,1.647712631545311,8.85609105525229,8.688790784847216,7.144407180321139,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-23,69727.1415,4.525122419,4.24466718503676,4.6271775,0.272,0.162,0.223,0.0,0.0,0.0,0.135795041322,0.0703820794174,0.087105038,31956.616667,31693.124833,6077.4,3.66826242925,4.20663489365,4.224127026,7062,7466,1313,11.152359267056193,1.7093054044434153,1.6572117860765032,1.72760798429342,0.24059046491793043,0.1501426584297194,0.20130685670503537,0.0,0.0,0.0,0.1273328826495871,0.06801566830231418,0.08351823456534513,10.372165824727839,10.363886606190018,8.71249678243336,1.5407869316208713,1.6499337533528518,1.6532877075284278,8.862625169408922,8.918248591035702,7.1808311990445555,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990-12-30,59103.2031669999,4.54090168,4.296386811113,4.904800861,0.298,0.11,0.068,0.0,0.0,0.0,0.145817467329,0.0718793778253,0.137201416,27067.85,27126.2865,4909.066667,3.66989856765,4.21450449219,4.23185524,5960,6313,1000,10.987057320442299,1.7121572456382699,1.667024854319689,1.7757657252872703,0.2608246182818983,0.10436001532424286,0.06578774053800315,0.0,0.0,0.0,0.13611832753402275,0.06941353563232851,0.12857034595749198,10.206138899253043,10.208295382221019,8.499042798496797,1.5411373514556301,1.6514440680592464,1.6547659455764072,8.692993531219926,8.750524669117937,6.90875477931522,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991-01-06,44529.54,4.806771492,3.99486960494858,5.048345967,0.115,0.097,0.034,0.0,0.0,0.0,0.151110781853,0.112669286965,0.159911251,17288.4,23992.273333,3248.866667,3.39120173554,4.26519597569,4.24105865,3596,6005,643,10.703930524898407,1.759024735176539,1.6084113066443728,1.7997848407795318,0.10885440491208208,0.09257918129309317,0.03343477608623742,0.0,0.0,0.0,0.14072737346003808,0.10676189154030065,0.14834349443278477,9.757848875935238,10.085528792253255,8.08636924894375,1.4796029334848362,1.6611183672464807,1.6565235103698934,8.187855443695623,8.700514248543275,6.467698726104354,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991-01-13,43051.939167,4.810864264,4.48836361692933,4.642795127,0.14,0.089,0.13,0.0,0.0,0.0,0.117291077756,0.114320565504,0.099947481,18452.416667,19867.455833,4732.066667,3.96191861094,4.26088354076,4.178759449,3835,4426,1019,10.670185780858692,1.7597293143620587,1.7026301449578094,1.730379532639472,0.1310282624064042,0.0852598439508234,0.12221763272424911,0.0,0.0,0.0,0.11090707499912929,0.1082448608854849,0.09526243411906328,9.823004817527263,9.896888619038343,8.462328615376453,1.6017924826643093,1.660298986172162,1.6445655389793765,8.252185436003328,8.395477432732141,6.927557906278317,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991-01-20,46325.812999,4.552965333,4.69468638693162,4.84257783,0.221,0.0859999999999999,0.17,0.0,0.0,0.0,0.121922461469,0.0717377307196999,0.116547251,21799.333333,20203.346333,4323.133333,4.12229866681,4.22634593158,4.278188698,4787,4303,892,10.743476186901509,1.7143320793082344,1.739533527240894,1.7651721086943084,0.1996701951285677,0.08250122151174356,0.1570037488096647,0.0,0.0,0.0,0.11504369728734275,0.06928137853650977,0.11024111204745472,9.989680539164869,9.913653025244628,8.37196701385261,1.6336032966610938,1.653712359239858,1.6635829892419762,8.473868066677865,8.36730010184162,6.794586580876499,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991-01-27,56508.047667,4.521636752,4.75147494700829,4.826160105,0.255,0.11,0.166,0.0,0.0,0.0,0.125366217649,0.0697093085012,0.114996973,27642.433333,23716.043667,5149.570667,4.15580050465,4.20643658092,4.271166302,6113,4991,1067,10.942156040013295,1.7086743293811777,1.7494563344387277,1.7623581392787648,0.22713557258374711,0.10436001532424286,0.15357908792830058,0.0,0.0,0.0,0.11810850948314175,0.06738693726572356,0.10885169011019073,10.22714348626728,10.073949210731982,8.546862796645117,1.640122392445148,1.6498956641626434,1.6622516477453162,8.71833650245078,8.515591910049263,6.97354301952014,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1991-02-03,38372.859833,4.9379178,4.69998895389365,4.61971359,0.122,0.08,0.103,0.0,0.0,0.0,0.131029066868,0.140943381333,0.095193748,15895.633333,17745.493167,4731.733333,4.08415378698,4.24195096867,4.179945738,3219,3775,1024,10.55513177325593,1.781358533200956,1.7404642369252319,1.7262806999735085,0.11511280710050448,0.0769610411361284,0.0980337402713654,0.0,0.0,0.0,0.12312789695228143,0.1318554476794027,0.09093128642942407,9.673862625725338,9.783943207328084,8.462258186252631,1.6261286020789936,1.656693751303483,1.6447945809269502,8.077136638538454,8.236420527265391,6.932447891572509,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1991-02-10,41520.498833,5.045729404,4.65519434847163,4.658217638,0.044,0.084,0.138,0.0,0.0,0.0,0.0959246901811,0.160909585512,0.100965391,15798.416667,20742.548833,4979.533333,4.20864627286,4.2338231771,4.187898873,3131,4455,1068,10.633966616248909,1.7993521391532297,1.7325744765233564,1.7331089376751205,0.04305948946044701,0.08065790301745454,0.1292723357041391,0.0,0.0,0.0,0.09159847282654175,0.1492038232939114,0.09618742309570753,9.667728298523379,9.939990577705082,8.513292259264361,1.650319989538481,1.6551420200256237,1.6463287737815642,8.049427057110695,8.40200678160712,6.974478911025045,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1991-02-17,42751.947833,4.536294989,4.74068851844035,5.079133541,0.21,0.066,0.025,0.0,0.0,0.0,0.0994364737849,0.0716938349194,0.165069452,21856.35,17658.8645,3236.733333,4.26929116885,4.21107060458,4.240723751,4818,3724,637,10.663193427145503,1.7113255024810021,1.7475791540857315,1.8048621761186556,0.1906203596086497,0.06391332574365285,0.024692612590371414,0.0,0.0,0.0,0.09479775197642656,0.06924042010237122,0.1527807006913773,9.992292528398535,9.779049801421834,8.082628775379845,1.6618958504424064,1.650785324977488,1.6564596092150512,8.480321716640333,8.22282213081366,6.45833828334479,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1991-02-24,41352.765834,4.586544487,4.77591975917021,5.054659766,0.164,0.065,0.034,0.103,0.013,0.0,0.122896854426,0.0896710702945,0.164527839,20772.466667,17167.299167,3413.0,4.18897424378,4.17526413379,4.223027519,4529,3594,675,10.62991876846947,1.7203609362779433,1.7536975093836082,1.8008281848400132,0.15186234930924603,0.06297479916138839,0.03343477608623742,0.0980337402713654,0.01291622526654623,0.0,0.11591182329757083,0.08587588032719297,0.1523157164541008,9.941431810357205,9.75081989056907,8.135639903354386,1.6465360367540893,1.6438903781948124,1.6530772182513098,8.41847721847708,8.187299270155147,6.516193076042964,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1991-03-03,39873.084167,4.612037712,4.65969395598863,4.579929978,0.292,0.0859999999999999,0.109,0.0,0.0,0.0,0.116150600099,0.0842911479225999,0.096460664,18402.683333,17269.734167,4200.666667,4.11846770672,4.22328375906,4.138146892,3990,3706,917,10.59348187222464,1.724913882103595,1.733369819373081,1.7191762275689637,0.25619140536041013,0.08250122151174356,0.10345870836822997,0.0,0.0,0.0,0.10988580117995174,0.08092645359898368,0.09208741408730654,9.82030610470481,9.756768681354696,8.343236551033245,1.6328551182281579,1.6531262767281694,1.636692487613396,8.291797105048733,8.217978203150732,6.822197390620491,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991-03-10,47261.271834,4.437487983,4.92947415380788,4.630286279,0.367,0.083,0.16,0.0,0.012,0.0,0.0987153359051,0.0508310569537,0.099048199,23211.816667,19666.455167,4383.0,4.44285945688,4.21192577885,4.171664764,5230,3989,946,10.763467620554634,1.693317186389372,1.7799355334972637,1.728160289704311,0.3126185577418125,0.07973496801885352,0.14842000511827322,0.0,0.011928570865273812,0.0,0.09414162085527984,0.04958133392513344,0.09444453160264514,10.0524598476573,9.886720526653322,8.385716828627851,1.694304558225808,1.6509494187256695,1.643194641330136,8.562357743370612,8.29154650988391,6.853299093186078,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1991-03-17,38981.022499,4.665150895,4.6982342555155,4.846572285,0.11,0.119,0.196,0.0,0.0,0.0,0.0897922441924,0.108144476715,0.117615804,16860.433333,18352.855833,3767.733333,4.27636925797,4.16064059242,4.276538787,3614,3906,777,10.570855857272239,1.7343335304888643,1.7401563471147283,1.765855555329211,0.10436001532424286,0.11243542932978817,0.17898265552843995,0.0,0.0,0.0,0.08598707641589913,0.10268697397162607,0.11119766987709558,9.732784241762069,9.817594958548066,8.234494238044489,1.6632382206489924,1.6410607176058465,1.6632703499974701,8.192847134592865,8.27052509505507,6.656726524178391,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991-03-24,43275.526833,5.010972032,4.58399161299125,4.858866945,0.107,0.139,0.169,0.0,0.013,0.0,0.0829436822256,0.156169879636,0.121409508,17987.383333,21275.076833,4013.066667,4.20377846932,4.22840913284,4.268954298,3589,4641,825,10.675365661524841,1.7935864712430065,1.7199038634874624,1.767956230798045,0.10165365372649982,0.1301506844650451,0.15614868248993138,0.0,0.01291622526654623,0.0,0.07968296502830967,0.14511271415582339,0.11458638335884627,9.797481458148301,9.965338567107803,8.297560137838193,1.6493849904359357,1.6541070507030382,1.6618319174373963,8.185907481482324,8.442900586834382,6.716594773520978,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1991-03-31,41114.757,4.94556051,4.69324104038751,4.520195187,0.182,0.084,0.249,0.0,0.0,0.0,0.113924542224,0.147766431333,0.079104948,16905.4,19276.711667,4932.645333,4.15856570331,4.21477268248,4.162625382,3418,4107,1091,10.624146709007361,1.782644808288833,1.7392796888561493,1.7084132196276232,0.1672079189839064,0.08065790301745454,0.2223432311434407,0.0,0.0,0.0,0.10788940332581493,0.13781782017018254,0.07613194567960528,9.735447527447942,9.86670487164943,8.503833412260008,1.6406585763793802,1.6514954983329975,1.6414452450624428,8.137103389639302,8.32069157104845,6.9957661563048505,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1991-04-07,54721.783334,4.587606184,4.74708397256714,4.58591,0.172,0.124,0.136,0.0,0.0,0.0,0.097154125329,0.0968072247415,0.09487248,24868.9,24115.216667,5737.666667,4.28588518135,4.14349276076,4.150833347,5420,5080,1251,10.91003541602478,1.7205509636069911,1.7486925909669933,1.720247355685349,0.1587116911548208,0.11689375147149943,0.1275133202989597,0.0,0.0,0.0,0.09271966853368793,0.09240343635359063,0.09063789986586081,10.121413515880642,10.090639783936162,8.654982174351487,1.6650400946730128,1.637732374133889,1.639158516536474,8.598035579260339,8.533263371593732,7.132497551660044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-14,46836.929,4.490100044,4.35489797222693,4.987152328,0.216,0.101,0.004,0.0,0.0,0.0,0.0626290017531,0.0715128081199,0.158886114,20237.25,23355.079,3244.6,4.08215505949,4.16900038156,4.194763073,4507,5362,650,10.754448602387459,1.702946478306223,1.6780116509127765,1.7896158947463188,0.19556678354397525,0.0962188577405429,0.003992021269537457,0.0,0.0,0.0,0.06074602786110504,0.06907148930839611,0.14745929723447707,9.915329657212716,10.058612571826206,8.085055511892238,1.625735395941754,1.6426793200308853,1.6476510167739244,8.413608875159667,8.587278798982926,6.478509642208569,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-21,52303.892166,4.735198137,4.24682915561542,4.986939387,0.091,0.079,0.0,0.0,0.0,0.0,0.0807763460066,0.111962291321,0.158912134,22156.233333,25938.058833,4209.6,3.90378581431,4.20503450379,4.194454207,4679,6107,844,10.86484518613727,1.7466222987203728,1.6576239237809953,1.7895803277897444,0.08709470685093373,0.07603468627599758,0.0,0.0,0.0,0.0,0.07767962179019818,0.10612628457085638,0.14748174957693053,10.005919283472998,10.163505174752688,8.345360434336454,1.5900075219684346,1.6496263310151817,1.6475915578191704,8.451053388911692,8.717354666338522,6.739336627357174,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991-04-28,50249.805333,4.919253257,4.52059248032559,4.565332537,0.012,0.05,0.12,0.0,0.011,0.0,0.107535859728,0.157314718816,0.097009859,19840.6,24498.168,5911.037333,4.03446668148,4.14538231406,4.122450269,4033,5419,1294,10.824781852320262,1.7782103019194488,1.7084851879215046,1.7165567380186149,0.011928570865273812,0.04879016416943204,0.11332868530700327,0.0,0.010939940038334263,0.0,0.10213760139987307,0.14610242402829535,0.09258816849062974,9.895536022748507,10.106394436772518,8.68474577739159,1.6163075983121058,1.6380996744087009,1.633632892738257,8.302513718514158,8.597851094433691,7.166265974133638,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1991-05-05,70019.565667,4.856368288,4.54876316501528,4.575368407,0.245,0.045,0.121,0.0,0.0,0.0,0.115553128697,0.0729068809111,0.098510415,33964.633333,29501.561667,6553.370667,4.0231393496,4.13146837579,4.124646964,6993,6485,1432,11.156544273124982,1.767529665391855,1.71357504977249,1.7183583971359593,0.219135529916671,0.04401688541677426,0.11422114409002286,0.0,0.0,0.0,0.10935036145418064,0.07037167601598816,0.09395509390818779,10.4331045080878,10.29223237472736,8.787887383503298,1.6140551066884923,1.6353918513232664,1.6340616375786154,8.852807917623322,8.777401286867264,7.267525427828172,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991-05-12,59945.486,4.642190078,4.63571706683147,4.901609795,0.39,0.06,0.016,0.0,0.0,0.0,0.124454889906,0.0163569261639,0.152727273,34433.9,21057.882,4453.704,4.05877940965,4.17280088839,4.153000299,7417,4542,908,11.001207543224776,1.7302723018386177,1.7291243917173174,1.775225160305976,0.32930374714260047,0.058268908123975824,0.015873349156290163,0.0,0.0,0.0,0.11729837592204842,0.016224592742468014,0.14213067644730237,10.446825863952512,9.95507769785908,8.401715895497754,1.6211252308110047,1.6434142997315935,1.6395791273705373,8.911664758049536,8.421342865759403,6.812345094177479,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1991-05-19,75644.7135,4.771815285,4.02574945379606,4.754246685,0.186,0.157,0.198,0.0,0.014,0.0,0.0115735910236,0.0516561619954,0.117891439,29759.0,40497.446833,5388.266667,3.97915707605,4.14598408634,4.193761701,6236,10059,1133,11.233816055350726,1.7529866384938007,1.6145745878581663,1.7499381361255713,0.17058630057553367,0.14583044821153954,0.18065349969325756,0.0,0.013902905168991434,0.0,0.011507129327784941,0.050366218681265944,0.11144426715586533,10.300920488947028,10.60901890255679,8.592164600286884,1.6052606148728108,1.6382166214218132,1.6474582325192038,8.738254576526122,9.21632244365373,7.033506484287697,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1991-05-26,97798.647499,4.647723878,4.19575680433174,4.669121069,0.175,0.173,0.176,0.0,0.012,0.0,0.0253930773411,0.0420522494305,0.105744261,46191.533333,44407.652833,7199.461333,4.08921362729,4.0690975344,4.175388312,9938,10583,1541,11.49067625171171,1.7312526105397708,1.6478422933118653,1.7350340914379903,0.16126814759612232,0.15956456967133845,0.16211884947643512,0.0,0.011928570865273812,0.0,0.025076029165719257,0.041192085481426194,0.10051864761039289,10.740573447839699,10.701189613059094,8.88190037697927,1.6271233249708685,1.6231628006544785,1.6439143724716285,9.204221690968005,9.267098705794792,7.340835554123275,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1991-06-02,60305.1215,5.17931229,4.60171415107395,4.491567167,0.158,0.093,0.13,0.0,0.0,0.0,0.12445589411,0.123596448633,0.08444322,30467.6,23489.830833,6347.690667,4.02900370196,4.18860626435,4.112284774,5882,5104,1413,11.007188894975668,1.821206985342253,1.7230726493086068,1.7032136732558676,0.14669437915080344,0.08892620919440149,0.12221763272424911,0.0,0.0,0.0,0.11729926898015201,0.11653465553896925,0.08106669398978368,10.324451924091216,10.064365446674126,8.756003876452567,1.6152218933120464,1.6464651185993486,1.6316464224876646,8.679822114864455,8.537975730598767,7.254177846456518,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991-06-09,66457.951501,5.18700983,4.52391283270822,4.552967054,0.123,0.097,0.148,0.0,0.0,0.0,0.0919042233,0.132975647968,0.0935148299999999,29331.766667,30196.302167,6929.882667,4.10814613754,4.15045409576,4.127197116,5654,6674,1522,11.104339765392321,1.8224519053628474,1.7090864556810923,1.7143323892326856,0.11600367575630613,0.09257918129309317,0.1380212978973746,0.0,0.0,0.0,0.0879231658754442,0.12484748840623303,0.08939712299974166,10.286460486435182,10.315507867154057,8.843742453048678,1.630836547302943,1.6390848847225326,1.6345591387174736,8.640295388550221,8.80612448326845,7.328437352895162,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991-06-16,118185.0905,5.119735809,3.22118609687626,4.892509201,0.114,0.141,0.051,0.0,0.0,0.0,-0.149657236019,0.114380641848,0.148082214,29893.75,82778.9405,5512.4,3.70325990484,4.17988939766,4.168015607,5838,25698,1126,11.680015699364601,1.8115189271283973,1.4401161541668694,1.773681917303383,0.10795714150509236,0.1319050708799386,0.04974209189481401,0.0,0.0,0.0,-0.16211575903955464,0.10829877241370263,0.13809291031572263,10.305438158677596,11.323941046529814,8.614936771734895,1.5482558650634046,1.64478370424035,1.6424887864060813,8.672314828283538,10.154207359620441,7.027314514039777,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991-06-23,94740.063,4.907708164,3.26761238413881,4.558425969,0.389,0.153,0.156,0.0,0.0,0.0,-0.13527815345,0.0676482292081,0.083513831,29685.933333,58865.225667,6188.904,3.70964895365,4.20276968883,4.177734352,6048,18014,1357,11.458902796596346,1.7762579666989045,1.451054510228702,1.7153149690816565,0.3285840637722067,0.142367241286922,0.14496577025018564,0.0,0.0,0.0,-0.14534738844534745,0.06545831288201528,0.08020930702586294,10.298462272864297,10.98302278695526,8.73067485667308,1.5496133731169108,1.6491911162563655,1.6443675768074204,8.707648248106914,9.798960023182193,7.213768308118642,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1991-06-30,146302.515499,4.57103693,3.40241853217019,4.558434591,0.452,0.074,0.159,0.006,0.0,0.0,-0.105306919515,0.0338867172986,0.081271053,70455.333333,67313.8328329999,8533.349333,3.76071674669,4.02969418076,4.187965811,15413,19784,1871,11.89343861610434,1.7175811999881663,1.482154056315289,1.7153165202390095,0.3729419164026043,0.071389996086673,0.1475575643576147,0.005982071677547469,0.0,0.0,-0.11127454635253621,0.03332521234605207,0.0781372500570539,11.162748411554494,11.117135890055872,9.05185439717311,1.560398233943459,1.6153591832096326,1.6463416764170629,9.643031466337938,9.892679353819524,7.534762657037537,0,0,0,0,0,1,0,0,0,0,0,0,0,0
